temperature,humidity,wind_speed,pressure,rainfall,disaster_type,risk
22,50,7,1016,497,Flood,Extreme
34,67,35,998,403,Earthquake,Extreme
14,22,23,1016,445,Wildfire,Extreme
32,74,19,985,323,Cyclone,Extreme
38,50,32,982,216,Cyclone,Extreme
44,24,39,996,333,Earthquake,Extreme
27,78,35,994,177,Flood,High
18,23,38,1021,34,Flood,Low
40,32,16,999,328,Landslide,Extreme
22,68,32,983,360,Cyclone,Extreme
18,52,35,996,430,Wildfire,Extreme
25,45,29,997,357,Flood,Extreme
40,48,11,1020,236,Cyclone,High
40,23,12,1025,284,Earthquake,Extreme
29,26,39,1000,439,Cyclone,Extreme
31,31,15,1004,61,Wildfire,Low
18,91,45,1005,91,Landslide,High
41,64,32,1008,474,Cyclone,Extreme
21,71,4,1003,445,Flood,Extreme
40,77,4,994,300,Cyclone,Extreme
35,31,16,991,283,Landslide,Extreme
45,50,13,1002,164,Earthquake,High
28,80,28,980,338,Wildfire,Extreme
46,21,25,999,211,Earthquake,High
17,49,45,1024,344,Landslide,Extreme
38,96,30,1006,78,Cyclone,High
24,36,12,1002,175,Earthquake,High
11,37,38,1014,240,Wildfire,High
16,56,9,1023,310,Landslide,Extreme
22,80,31,988,428,Flood,Extreme
42,71,8,1018,118,Landslide,Medium
20,43,45,998,383,Landslide,Extreme
24,93,40,1001,388,Flood,Extreme
43,39,27,1008,434,Landslide,Extreme
40,30,13,1000,34,Wildfire,Low
26,26,30,998,442,Wildfire,Extreme
31,65,11,983,451,Landslide,Extreme
30,60,3,1006,60,Landslide,Medium
32,29,25,995,416,Cyclone,Extreme
30,84,25,1010,329,Cyclone,Extreme
39,58,21,1006,157,Earthquake,High
45,45,1,1010,444,Cyclone,Extreme
44,69,43,1009,170,Cyclone,High
21,71,20,998,229,Landslide,Extreme
50,34,24,1023,401,Flood,Extreme
20,59,3,1014,274,Landslide,High
43,50,43,998,448,Cyclone,Extreme
37,51,8,1001,155,Earthquake,High
22,75,34,990,483,Landslide,Extreme
50,61,10,1024,166,Landslide,High
47,65,28,1012,484,Flood,Extreme
21,30,17,997,318,Wildfire,Extreme
34,55,16,1018,303,Landslide,Extreme
47,70,1,980,402,Landslide,Extreme
13,79,41,1004,311,Cyclone,Extreme
20,24,35,981,362,Flood,Extreme
37,40,7,989,269,Wildfire,Extreme
23,69,32,1012,481,Cyclone,Extreme
20,92,34,1005,361,Earthquake,Extreme
41,24,13,1010,4,Cyclone,Low
48,98,19,997,201,Landslide,Extreme
28,100,45,1025,487,Wildfire,Extreme
29,68,42,1000,213,Landslide,Extreme
40,37,45,988,51,Wildfire,Medium
40,25,38,1021,237,Earthquake,High
48,39,24,1019,52,Landslide,Medium
47,63,30,1025,451,Cyclone,Extreme
39,51,37,1019,115,Flood,Medium
41,23,31,1020,246,Cyclone,High
50,97,7,1018,216,Wildfire,Extreme
39,100,5,1006,234,Cyclone,Extreme
27,96,38,1017,54,Cyclone,Medium
34,99,10,999,150,Wildfire,High
38,28,31,983,414,Wildfire,Extreme
32,67,33,987,157,Cyclone,High
29,60,1,988,147,Earthquake,Medium
46,91,7,998,398,Flood,Extreme
25,74,6,981,486,Landslide,Extreme
29,68,1,1022,8,Flood,Low
45,38,11,997,176,Flood,High
41,83,29,1008,28,Landslide,Medium
30,73,8,983,207,Flood,High
36,31,44,990,252,Cyclone,Extreme
39,71,42,1002,355,Earthquake,Extreme
49,69,21,1008,313,Earthquake,Extreme
35,74,7,990,197,Earthquake,High
29,78,15,992,105,Earthquake,Medium
14,30,31,1020,389,Cyclone,Extreme
45,80,24,1011,174,Flood,High
19,52,30,991,324,Cyclone,Extreme
33,67,15,1019,95,Wildfire,Medium
39,51,40,1008,339,Wildfire,Extreme
11,100,14,995,336,Cyclone,Extreme
47,66,30,986,471,Cyclone,Extreme
40,61,6,1013,182,Earthquake,High
45,68,20,1024,193,Wildfire,High
23,40,26,1006,41,Flood,Low
50,89,22,1003,18,Earthquake,Medium
16,44,45,1007,196,Earthquake,High
14,25,40,1011,299,Wildfire,Extreme
38,54,24,1014,129,Landslide,Medium
47,47,9,986,405,Cyclone,Extreme
21,79,15,1000,34,Earthquake,Medium
48,26,12,985,311,Cyclone,Extreme
16,38,42,983,323,Cyclone,Extreme
40,75,3,1015,368,Earthquake,Extreme
37,87,19,1007,0,Earthquake,Medium
15,25,6,986,51,Wildfire,Low
32,99,20,996,170,Wildfire,High
22,51,8,984,487,Wildfire,Extreme
28,99,41,983,244,Cyclone,Extreme
11,26,38,1023,5,Landslide,Low
48,94,7,1014,318,Cyclone,Extreme
40,71,36,982,73,Wildfire,High
39,27,38,1018,144,Landslide,High
38,81,7,999,335,Cyclone,Extreme
21,51,6,1006,484,Earthquake,Extreme
49,47,23,1015,121,Cyclone,Medium
10,72,16,983,53,Flood,Medium
42,28,6,1011,333,Landslide,Extreme
32,57,26,985,394,Flood,Extreme
18,40,14,1016,417,Earthquake,Extreme
27,54,26,1007,217,Wildfire,High
28,81,2,995,245,Landslide,Extreme
28,72,5,984,297,Cyclone,Extreme
35,28,41,999,294,Cyclone,Extreme
49,27,34,985,33,Wildfire,Medium
31,69,43,989,70,Earthquake,Medium
29,31,6,990,149,Wildfire,Medium
38,21,32,1012,45,Wildfire,Low
18,24,39,1014,161,Earthquake,Medium
45,51,13,1020,73,Landslide,Medium
30,70,4,989,324,Flood,Extreme
35,80,39,1012,456,Cyclone,Extreme
50,98,36,999,1,Wildfire,Medium
30,66,38,1000,467,Cyclone,Extreme
47,36,2,1023,133,Earthquake,Medium
13,40,32,1013,382,Earthquake,Extreme
18,35,29,1006,114,Earthquake,Medium
41,64,11,993,359,Wildfire,Extreme
49,44,45,1007,462,Earthquake,Extreme
27,85,26,982,408,Flood,Extreme
14,50,41,1021,380,Wildfire,Extreme
29,74,15,1008,51,Flood,Medium
42,46,19,987,78,Earthquake,Medium
25,90,2,1009,386,Landslide,Extreme
20,62,11,988,264,Cyclone,Extreme
32,78,16,1008,123,Wildfire,High
20,58,24,988,478,Landslide,Extreme
40,35,33,1005,236,Flood,Extreme
33,92,30,1007,235,Cyclone,Extreme
26,91,36,1009,197,Earthquake,Extreme
15,64,41,1015,196,Wildfire,High
28,75,12,998,435,Cyclone,Extreme
50,30,18,1025,348,Landslide,Extreme
10,81,6,1008,332,Landslide,Extreme
28,30,17,986,236,Landslide,High
18,64,11,1004,246,Landslide,High
37,82,23,999,18,Earthquake,Medium
12,97,10,1017,450,Wildfire,Extreme
18,59,19,1016,345,Landslide,Extreme
24,95,37,1000,102,Earthquake,High
11,88,6,981,267,Earthquake,Extreme
24,76,18,981,296,Wildfire,Extreme
46,75,13,1009,263,Flood,Extreme
38,31,35,996,326,Landslide,Extreme
32,36,17,1008,412,Earthquake,Extreme
19,43,6,1022,364,Landslide,Extreme
26,94,33,991,139,Flood,High
40,90,8,1025,194,Flood,High
10,66,15,1000,95,Earthquake,Medium
11,86,7,996,468,Landslide,Extreme
41,41,23,1014,122,Wildfire,Medium
23,21,43,1022,121,Earthquake,Medium
18,27,7,997,152,Wildfire,Medium
29,85,27,991,163,Landslide,High
43,89,18,1002,231,Wildfire,Extreme
12,55,23,1001,239,Flood,High
49,55,30,1018,164,Cyclone,High
37,88,16,981,392,Cyclone,Extreme
24,61,31,1003,433,Earthquake,Extreme
36,44,31,1025,435,Landslide,Extreme
16,72,45,1018,436,Flood,Extreme
21,66,38,997,203,Cyclone,High
26,41,12,995,187,Cyclone,High
50,89,36,1018,192,Earthquake,Extreme
41,66,29,998,434,Wildfire,Extreme
31,24,25,1003,38,Landslide,Low
15,47,39,985,409,Cyclone,Extreme
22,27,8,1019,127,Wildfire,Medium
33,87,3,1019,413,Flood,Extreme
38,66,22,997,25,Earthquake,Medium
34,82,8,992,182,Wildfire,High
43,33,40,995,499,Earthquake,Extreme
33,31,23,1003,333,Cyclone,Extreme
26,71,36,1003,214,Earthquake,Extreme
44,89,39,997,165,Flood,Extreme
14,64,35,1004,439,Earthquake,Extreme
24,57,40,999,387,Landslide,Extreme
12,41,11,999,391,Earthquake,Extreme
21,37,25,992,163,Landslide,High
25,27,23,986,320,Earthquake,Extreme
14,21,40,998,443,Landslide,Extreme
37,69,39,1015,52,Earthquake,Medium
19,21,15,1018,277,Wildfire,High
23,22,25,997,209,Landslide,High
15,58,37,988,107,Cyclone,Medium
48,72,30,1011,136,Earthquake,High
49,34,25,998,336,Cyclone,Extreme
37,34,29,1022,467,Cyclone,Extreme
39,57,44,986,147,Landslide,High
48,55,30,1009,72,Cyclone,Medium
44,85,25,1018,491,Cyclone,Extreme
37,60,13,992,355,Cyclone,Extreme
39,65,13,1010,178,Earthquake,High
32,47,5,1001,299,Earthquake,Extreme
46,26,40,1018,207,Wildfire,High
35,92,42,1002,141,Landslide,High
46,89,11,1010,390,Flood,Extreme
11,84,6,1004,269,Wildfire,Extreme
37,72,4,997,494,Flood,Extreme
27,95,27,995,178,Wildfire,High
30,60,1,990,115,Earthquake,Medium
22,35,20,992,71,Wildfire,Medium
24,22,25,1010,401,Cyclone,Extreme
24,37,37,992,463,Earthquake,Extreme
22,57,22,1025,406,Earthquake,Extreme
41,98,25,986,361,Flood,Extreme
35,76,17,1008,74,Flood,Medium
25,68,26,981,169,Wildfire,High
35,25,36,997,140,Landslide,High
39,39,32,996,109,Cyclone,Medium
16,88,37,1012,56,Landslide,Medium
26,70,26,1016,133,Flood,High
14,89,35,997,411,Wildfire,Extreme
22,47,41,1025,140,Flood,High
30,74,23,996,441,Landslide,Extreme
42,97,5,990,458,Wildfire,Extreme
23,87,27,982,40,Landslide,Medium
25,22,42,999,348,Landslide,Extreme
38,84,15,989,62,Wildfire,Medium
28,99,15,981,330,Cyclone,Extreme
41,100,32,1017,214,Flood,Extreme
18,51,6,1004,181,Earthquake,High
19,23,23,991,255,Cyclone,High
47,64,9,995,353,Landslide,Extreme
10,85,36,980,55,Wildfire,Medium
46,72,38,1016,23,Cyclone,Medium
15,50,15,1016,54,Earthquake,Low
40,33,42,998,39,Flood,Medium
47,56,21,1002,222,Flood,Extreme
13,70,8,1024,356,Flood,Extreme
31,34,45,980,383,Wildfire,Extreme
42,44,34,1020,410,Wildfire,Extreme
27,70,30,1018,151,Flood,High
13,34,21,1008,489,Flood,Extreme
13,95,40,987,207,Wildfire,Extreme
35,33,16,1020,39,Cyclone,Low
46,74,24,982,165,Earthquake,High
21,48,20,1013,183,Wildfire,High
31,85,10,1025,222,Cyclone,High
50,30,16,1013,155,Cyclone,High
21,20,19,988,251,Flood,High
40,61,18,989,72,Earthquake,Medium
45,41,42,1011,462,Landslide,Extreme
21,56,33,1015,436,Earthquake,Extreme
49,88,33,1017,238,Earthquake,Extreme
26,37,38,1021,276,Earthquake,Extreme
42,87,25,1005,244,Landslide,Extreme
27,98,13,983,313,Earthquake,Extreme
14,83,41,996,272,Wildfire,Extreme
44,26,44,988,429,Wildfire,Extreme
37,73,42,993,482,Landslide,Extreme
18,24,44,1005,117,Cyclone,Medium
46,61,21,1003,278,Earthquake,Extreme
39,22,45,1025,419,Flood,Extreme
25,37,40,1002,15,Cyclone,Low
36,81,37,1023,183,Landslide,High
47,56,31,1025,167,Wildfire,High
21,42,19,980,203,Cyclone,High
35,36,16,999,116,Landslide,Medium
13,89,25,997,120,Earthquake,High
25,81,25,1004,131,Flood,High
44,80,23,997,327,Cyclone,Extreme
43,61,9,1003,131,Cyclone,High
31,51,33,990,319,Flood,Extreme
32,25,11,993,447,Landslide,Extreme
21,51,40,981,96,Wildfire,Medium
38,24,44,1012,60,Landslide,Medium
48,64,21,1003,215,Landslide,Extreme
31,61,42,1015,328,Flood,Extreme
43,31,4,998,178,Landslide,High
23,89,45,1022,163,Cyclone,High
33,66,6,989,445,Landslide,Extreme
46,62,19,983,240,Landslide,Extreme
46,62,26,1006,291,Cyclone,Extreme
35,30,45,990,24,Landslide,Medium
29,62,4,994,426,Landslide,Extreme
41,39,27,989,108,Landslide,Medium
49,89,9,980,431,Earthquake,Extreme
24,30,37,995,379,Flood,Extreme
48,27,31,1001,395,Landslide,Extreme
20,89,11,999,430,Landslide,Extreme
13,38,23,991,190,Earthquake,High
28,27,24,1001,333,Wildfire,Extreme
38,76,16,1011,251,Wildfire,Extreme
38,93,10,982,171,Flood,High
18,26,39,987,303,Flood,Extreme
19,94,19,1022,488,Earthquake,Extreme
13,72,25,992,133,Cyclone,High
22,42,39,984,454,Flood,Extreme
48,40,22,1018,75,Cyclone,Medium
17,64,14,1001,350,Earthquake,Extreme
41,58,30,988,226,Flood,Extreme
13,72,22,1019,396,Wildfire,Extreme
17,96,2,1000,68,Wildfire,Medium
16,85,42,1025,194,Flood,High
27,44,22,1024,346,Landslide,Extreme
31,98,33,988,263,Cyclone,Extreme
40,55,39,984,249,Landslide,Extreme
37,46,1,1020,93,Cyclone,Medium
44,82,13,1020,212,Flood,High
22,32,14,1025,92,Earthquake,Low
13,66,27,998,25,Flood,Low
11,39,28,1022,58,Earthquake,Low
41,52,3,1006,129,Wildfire,Medium
28,78,27,1017,5,Cyclone,Low
27,63,14,1006,105,Landslide,Medium
45,26,10,984,378,Wildfire,Extreme
32,98,44,981,46,Cyclone,High
31,51,31,1007,455,Cyclone,Extreme
15,34,11,1013,457,Wildfire,Extreme
46,60,25,986,123,Flood,High
11,95,10,1013,431,Earthquake,Extreme
37,62,19,1002,325,Flood,Extreme
40,58,18,1010,137,Flood,High
35,47,4,1018,199,Cyclone,High
18,44,5,992,42,Landslide,Low
28,46,3,1014,81,Flood,Low
48,30,3,999,312,Flood,Extreme
39,31,27,1017,42,Flood,Low
33,89,9,987,478,Flood,Extreme
25,29,33,1003,115,Earthquake,Medium
43,23,17,992,124,Flood,Medium
41,29,29,1004,313,Wildfire,Extreme
49,32,28,1008,297,Cyclone,Extreme
30,98,1,987,266,Landslide,Extreme
16,98,39,1008,276,Cyclone,Extreme
20,33,10,1011,48,Landslide,Low
11,49,36,996,21,Landslide,Low
50,86,16,1008,253,Wildfire,Extreme
24,88,29,988,329,Cyclone,Extreme
33,36,45,1022,381,Flood,Extreme
27,87,18,981,162,Landslide,High
25,96,28,1015,425,Wildfire,Extreme
41,72,26,1007,103,Cyclone,High
31,58,16,993,476,Cyclone,Extreme
43,72,10,1018,229,Wildfire,Extreme
50,42,40,991,460,Landslide,Extreme
21,94,43,1014,265,Flood,Extreme
36,90,19,1014,318,Wildfire,Extreme
32,22,10,1015,468,Earthquake,Extreme
14,26,12,992,138,Wildfire,Medium
31,61,43,1008,278,Cyclone,Extreme
25,77,34,991,281,Flood,Extreme
48,26,41,982,368,Earthquake,Extreme
16,23,24,1014,455,Wildfire,Extreme
47,82,27,990,213,Wildfire,Extreme
25,37,34,988,406,Cyclone,Extreme
42,31,31,995,381,Wildfire,Extreme
49,41,30,996,279,Landslide,Extreme
28,55,1,986,480,Wildfire,Extreme
32,20,16,1016,367,Wildfire,Extreme
35,21,31,1005,317,Cyclone,Extreme
19,46,26,994,319,Flood,Extreme
25,53,42,983,471,Wildfire,Extreme
40,36,9,991,458,Earthquake,Extreme
34,46,9,1008,274,Cyclone,Extreme
23,76,39,1000,413,Cyclone,Extreme
24,55,18,1005,16,Earthquake,Low
43,50,11,996,428,Cyclone,Extreme
22,57,27,980,130,Cyclone,High
24,39,32,993,341,Flood,Extreme
23,91,21,984,452,Flood,Extreme
26,96,35,1004,318,Earthquake,Extreme
42,38,29,1021,332,Landslide,Extreme
18,63,8,1023,482,Wildfire,Extreme
12,70,3,990,473,Wildfire,Extreme
26,75,35,988,101,Wildfire,High
15,65,10,988,2,Flood,Low
32,22,9,1023,495,Earthquake,Extreme
16,56,22,983,92,Flood,Medium
35,95,42,994,453,Earthquake,Extreme
38,20,40,997,369,Cyclone,Extreme
33,37,39,1022,231,Landslide,High
19,79,15,1001,7,Flood,Low
20,72,41,1012,102,Flood,Medium
28,94,21,1011,375,Landslide,Extreme
28,99,30,1007,79,Earthquake,Medium
21,27,41,1009,343,Wildfire,Extreme
16,51,26,996,73,Earthquake,Medium
34,50,15,1008,77,Flood,Medium
15,24,4,1017,33,Wildfire,Low
17,23,29,1020,135,Landslide,Medium
29,95,11,980,150,Cyclone,High
19,24,27,1021,476,Landslide,Extreme
35,48,25,1015,7,Landslide,Low
41,25,33,1008,404,Earthquake,Extreme
16,60,43,1014,395,Landslide,Extreme
36,91,15,1005,397,Landslide,Extreme
27,77,32,1019,415,Earthquake,Extreme
32,53,32,1005,118,Landslide,Medium
49,24,13,1006,454,Landslide,Extreme
43,28,27,1022,396,Earthquake,Extreme
16,91,4,1004,288,Wildfire,Extreme
29,82,15,1022,306,Earthquake,Extreme
30,32,19,996,384,Landslide,Extreme
18,22,43,1012,377,Landslide,Extreme
26,25,30,1007,155,Landslide,Medium
25,66,24,1008,70,Cyclone,Medium
12,43,26,1022,338,Flood,Extreme
29,86,11,1015,474,Flood,Extreme
27,81,29,1003,326,Flood,Extreme
37,23,8,1001,150,Earthquake,Medium
41,28,25,981,242,Landslide,Extreme
12,97,24,995,329,Earthquake,Extreme
39,41,38,1000,405,Flood,Extreme
37,54,23,998,300,Earthquake,Extreme
47,23,32,1005,142,Cyclone,High
35,66,6,1009,132,Cyclone,Medium
44,75,19,993,395,Landslide,Extreme
21,89,28,990,109,Earthquake,High
27,39,34,1010,500,Landslide,Extreme
35,93,31,986,371,Cyclone,Extreme
18,41,15,1013,238,Landslide,High
12,82,44,1015,114,Earthquake,High
36,66,43,982,230,Flood,Extreme
27,84,11,993,217,Wildfire,Extreme
34,98,22,1020,65,Wildfire,Medium
26,89,16,1020,362,Earthquake,Extreme
19,76,23,1011,202,Earthquake,High
27,20,30,987,409,Flood,Extreme
13,21,42,1025,447,Landslide,Extreme
15,68,1,997,392,Wildfire,Extreme
12,27,36,1009,30,Cyclone,Low
26,77,1,1006,87,Earthquake,Medium
15,83,37,992,310,Landslide,Extreme
31,95,1,995,343,Earthquake,Extreme
28,94,29,1002,104,Wildfire,High
23,61,11,1023,468,Landslide,Extreme
22,41,35,1020,427,Earthquake,Extreme
14,52,44,1012,364,Earthquake,Extreme
49,90,10,998,441,Flood,Extreme
18,90,7,987,468,Landslide,Extreme
30,51,23,990,88,Cyclone,Medium
27,75,43,1012,419,Earthquake,Extreme
43,83,26,980,447,Flood,Extreme
27,40,33,987,335,Flood,Extreme
14,35,29,1008,247,Cyclone,High
37,30,12,995,269,Wildfire,Extreme
47,74,44,985,364,Earthquake,Extreme
45,39,14,986,9,Landslide,Low
47,89,14,983,427,Flood,Extreme
13,44,11,1008,478,Cyclone,Extreme
15,95,31,995,279,Cyclone,Extreme
32,46,18,980,12,Earthquake,Low
14,71,22,1007,180,Cyclone,High
44,79,1,1004,152,Wildfire,High
30,46,33,1007,118,Flood,Medium
50,52,1,1008,173,Cyclone,High
13,22,34,1020,78,Wildfire,Low
16,57,30,1009,65,Cyclone,Medium
14,91,9,1008,61,Landslide,Medium
47,60,10,1009,496,Flood,Extreme
25,97,12,999,366,Earthquake,Extreme
48,69,42,999,13,Earthquake,Medium
11,21,6,1024,495,Wildfire,Extreme
27,26,26,1015,248,Landslide,High
46,76,23,987,204,Wildfire,Extreme
12,33,44,986,26,Wildfire,Low
37,82,44,991,39,Wildfire,Medium
35,76,39,982,423,Landslide,Extreme
47,69,4,986,283,Earthquake,Extreme
47,60,26,982,470,Flood,Extreme
31,50,6,1004,275,Cyclone,Extreme
14,52,37,985,188,Wildfire,High
47,95,18,986,33,Cyclone,Medium
38,30,43,1025,294,Cyclone,Extreme
11,92,13,1004,11,Wildfire,Low
46,99,21,996,156,Cyclone,High
24,67,36,980,56,Cyclone,Medium
32,21,45,1002,233,Flood,Extreme
22,57,36,1007,225,Flood,Extreme
15,49,34,993,131,Flood,Medium
43,86,6,1022,252,Landslide,Extreme
27,100,31,1011,10,Wildfire,Medium
28,89,24,1024,293,Flood,Extreme
45,54,33,1005,282,Landslide,Extreme
31,23,9,1001,237,Wildfire,High
12,50,13,1022,62,Cyclone,Low
17,58,3,1015,216,Landslide,High
20,94,30,1014,385,Earthquake,Extreme
18,95,8,1022,453,Wildfire,Extreme
42,74,11,1013,248,Cyclone,Extreme
12,48,3,1013,190,Flood,Medium
38,60,9,995,207,Wildfire,High
11,84,10,1018,293,Landslide,Extreme
45,50,17,989,85,Cyclone,Medium
41,71,13,997,354,Wildfire,Extreme
21,28,38,1023,207,Cyclone,High
18,39,9,990,459,Wildfire,Extreme
35,59,10,1001,104,Landslide,Medium
31,78,39,1019,301,Flood,Extreme
18,56,12,1025,122,Earthquake,Medium
21,90,31,1018,349,Wildfire,Extreme
25,48,4,1021,115,Cyclone,Medium
39,92,2,1023,377,Flood,Extreme
12,45,26,1016,225,Flood,High
16,28,34,1019,500,Landslide,Extreme
47,54,11,1014,394,Cyclone,Extreme
46,91,41,993,33,Flood,Medium
14,39,24,1019,124,Cyclone,Medium
21,49,18,1007,100,Cyclone,Medium
42,90,16,982,368,Cyclone,Extreme
35,61,43,1009,38,Cyclone,Medium
25,90,24,1009,491,Wildfire,Extreme
12,56,26,980,298,Landslide,Extreme
46,74,28,1003,212,Earthquake,Extreme
26,97,45,1025,311,Cyclone,Extreme
27,34,23,1008,36,Cyclone,Low
42,81,9,1001,253,Landslide,Extreme
16,26,2,985,426,Flood,Extreme
35,65,33,988,85,Cyclone,Medium
45,61,45,1023,466,Flood,Extreme
23,86,12,992,175,Flood,High
43,29,31,991,438,Cyclone,Extreme
22,53,39,994,235,Flood,Extreme
17,62,36,982,496,Flood,Extreme
37,70,6,1000,372,Flood,Extreme
39,34,19,984,24,Wildfire,Low
34,42,5,1002,453,Flood,Extreme
27,46,27,1023,21,Landslide,Low
20,100,36,985,155,Cyclone,High
20,46,20,1015,451,Flood,Extreme
27,82,14,981,110,Cyclone,High
44,83,38,998,221,Wildfire,Extreme
34,71,3,988,123,Flood,Medium
11,60,13,996,311,Landslide,Extreme
27,65,29,990,371,Flood,Extreme
40,69,19,994,499,Wildfire,Extreme
16,35,29,985,419,Earthquake,Extreme
26,53,38,1016,400,Landslide,Extreme
11,81,9,1001,333,Cyclone,Extreme
25,45,9,998,290,Wildfire,Extreme
20,81,41,1003,272,Landslide,Extreme
33,79,18,990,471,Cyclone,Extreme
43,79,39,1005,82,Earthquake,High
43,56,16,1003,128,Earthquake,High
24,59,8,1019,277,Earthquake,Extreme
31,70,33,997,246,Wildfire,Extreme
48,74,14,1011,156,Landslide,High
12,69,39,1017,347,Flood,Extreme
43,38,8,991,348,Cyclone,Extreme
38,29,30,1025,346,Flood,Extreme
29,89,35,1000,240,Landslide,Extreme
30,36,33,994,327,Wildfire,Extreme
10,93,5,1011,340,Wildfire,Extreme
15,30,41,1008,68,Cyclone,Medium
29,95,39,987,481,Flood,Extreme
26,24,31,1017,245,Flood,High
19,49,5,996,261,Flood,High
32,91,7,1001,210,Wildfire,High
33,96,28,991,411,Landslide,Extreme
23,56,24,999,360,Cyclone,Extreme
10,67,31,1016,32,Flood,Low
11,46,21,987,91,Wildfire,Medium
25,48,19,997,7,Cyclone,Low
43,75,11,986,1,Wildfire,Medium
22,93,21,1003,397,Earthquake,Extreme
44,91,13,1013,172,Landslide,High
33,44,32,1001,42,Wildfire,Medium
15,57,28,1011,163,Wildfire,High
30,86,22,989,58,Earthquake,Medium
12,92,9,983,278,Earthquake,Extreme
48,77,5,1004,298,Landslide,Extreme
17,48,41,982,250,Flood,Extreme
38,65,9,1017,419,Earthquake,Extreme
41,64,21,989,338,Wildfire,Extreme
12,62,40,1010,408,Wildfire,Extreme
16,74,23,986,462,Cyclone,Extreme
13,94,18,1018,328,Earthquake,Extreme
25,50,17,1005,351,Flood,Extreme
15,98,42,1016,96,Earthquake,High
21,77,38,1009,391,Wildfire,Extreme
33,59,31,1001,357,Cyclone,Extreme
45,26,15,1007,72,Cyclone,Medium
24,81,12,998,11,Cyclone,Low
25,45,15,986,62,Wildfire,Medium
23,40,9,1010,370,Flood,Extreme
32,90,14,996,95,Landslide,Medium
47,27,1,1004,388,Flood,Extreme
17,83,8,1005,397,Flood,Extreme
23,74,8,1011,183,Wildfire,High
49,25,5,1004,449,Flood,Extreme
41,90,21,1004,210,Wildfire,Extreme
37,87,25,982,376,Flood,Extreme
23,67,25,983,7,Flood,Low
49,50,13,1015,215,Cyclone,High
11,30,7,988,454,Cyclone,Extreme
18,56,22,1011,147,Wildfire,Medium
26,77,17,1010,165,Cyclone,High
46,55,40,1015,94,Flood,Medium
42,71,9,1013,6,Cyclone,Low
46,99,29,996,210,Earthquake,Extreme
45,39,44,982,401,Landslide,Extreme
42,27,36,1019,346,Landslide,Extreme
50,59,3,1014,188,Landslide,High
43,23,1,1005,484,Cyclone,Extreme
30,21,1,1025,367,Flood,Extreme
22,72,23,998,18,Earthquake,Low
47,42,8,982,343,Landslide,Extreme
39,38,16,1017,74,Flood,Medium
14,95,8,985,144,Earthquake,High
17,35,36,999,19,Earthquake,Low
35,35,3,1011,248,Landslide,High
43,37,29,1024,425,Earthquake,Extreme
10,44,1,985,97,Flood,Medium
27,55,39,1018,55,Landslide,Medium
11,28,7,1006,318,Landslide,Extreme
22,55,38,990,339,Flood,Extreme
16,25,42,1022,23,Cyclone,Low
41,84,2,999,51,Flood,Medium
35,80,7,991,402,Landslide,Extreme
16,46,38,989,305,Flood,Extreme
36,47,17,1001,407,Flood,Extreme
19,86,15,1018,417,Earthquake,Extreme
30,51,34,982,416,Wildfire,Extreme
44,73,9,1008,487,Earthquake,Extreme
25,57,8,1025,128,Cyclone,Medium
31,67,39,987,408,Landslide,Extreme
37,57,32,992,439,Wildfire,Extreme
43,95,19,1003,77,Earthquake,Medium
42,49,30,1025,479,Landslide,Extreme
32,54,5,987,394,Flood,Extreme
41,33,21,994,176,Earthquake,High
41,73,15,1011,138,Earthquake,High
35,64,36,999,423,Wildfire,Extreme
10,65,11,1007,477,Cyclone,Extreme
26,69,42,1001,97,Landslide,High
31,68,32,1014,289,Landslide,Extreme
21,90,40,1010,382,Landslide,Extreme
47,33,43,1011,500,Flood,Extreme
11,59,18,1008,357,Flood,Extreme
22,50,19,993,115,Wildfire,Medium
22,26,7,1010,58,Flood,Low
12,59,16,1022,250,Wildfire,High
31,51,16,995,479,Cyclone,Extreme
42,32,3,1022,137,Landslide,Medium
37,88,9,982,363,Cyclone,Extreme
35,82,3,1018,238,Flood,High
38,23,42,985,297,Landslide,Extreme
47,92,3,981,440,Landslide,Extreme
20,96,11,998,147,Flood,High
36,49,1,998,185,Cyclone,High
17,93,27,1020,36,Landslide,Medium
42,59,39,1021,454,Cyclone,Extreme
29,64,22,983,338,Cyclone,Extreme
47,36,29,994,293,Wildfire,Extreme
15,93,37,1005,210,Earthquake,Extreme
18,49,22,999,244,Landslide,High
50,50,36,1003,134,Flood,High
36,97,35,1023,110,Wildfire,High
28,20,12,984,200,Wildfire,High
29,87,13,1003,139,Wildfire,High
21,99,23,1019,485,Flood,Extreme
44,87,45,980,374,Wildfire,Extreme
29,30,21,997,193,Flood,High
27,57,15,996,121,Cyclone,Medium
26,72,21,1006,104,Landslide,Medium
17,99,38,997,346,Earthquake,Extreme
25,90,27,1010,303,Cyclone,Extreme
13,54,30,1000,307,Cyclone,Extreme
26,55,38,985,310,Earthquake,Extreme
30,70,9,981,70,Flood,Medium
21,99,38,981,348,Landslide,Extreme
18,75,5,1013,455,Cyclone,Extreme
11,33,38,988,432,Earthquake,Extreme
26,60,38,987,142,Landslide,High
50,35,6,1000,120,Flood,Medium
50,81,27,995,154,Flood,High
40,95,27,1004,373,Cyclone,Extreme
10,24,6,981,72,Cyclone,Low
46,23,2,1017,199,Earthquake,High
49,83,15,1003,394,Earthquake,Extreme
14,69,1,1018,299,Landslide,Extreme
35,82,11,1018,294,Cyclone,Extreme
